id	text	event1	event2	event3	event4	event5	event6	event7	event8
174	Servering av mat skal ikke skje som buffet.	False	False	False	True	False	False	False	False
175	Mange må gjøre om på planene sine, men nå gir vi folk mer forutsigbarhet, slik at det kan bli lettere å planlegge ferien. Du har lov til å dra på ferie hvor du vil i landet, og kanskje er det i år du skal oppdage en del av Norge du ikke har sett før – på biltur, til fots, med båt, tog eller fly, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False
176	De nye rådene gjelder fra i dag.	False	False	False	False	False	False	False	False
177	De strenge hygienetiltakene fortsetter. Folk må holde fysisk avstand til hverandre, ha god håndhygiene og hoste i papir eller albuekroken.	False	False	True	False	False	False	False	False
178	Reglene om karantene og isolasjon etter kontakt med smittede (smittekarantene) videreføres.	False	False	True	False	False	False	False	False
179	Dersom det ikke er mulig å reise hjem, vil den enkelte måtte kontakte sitt reiseselskap eller sitt forsikringsselskap fordi oppholdet blir lenger enn planlag	False	False	False	False	False	False	False	False
180	Norske borgere som bor fast i utlandet bør forholde seg til lokale myndigheters råd og veiledning.	False	False	False	False	False	False	False	False
181	Ordningen forlenges fram til 1. juni, sier utenriksminister Ine Eriksen Søreide.	False	False	False	False	False	False	False	False
182	I forskrift 15. mars 2020 nr. 293 om bortvisning mv. av utlendinger av hensyn til folkehelsen gjøres følgende endringer:§ 1 tredje ledd bokstav f og g skal lyde:f) EØS-borgere med slik familietilknytning som nevnt i bokstav b, som er familiemedlem til norsk borger. Ved besøk gjøres det unntak fra vilkåret i utlendingsloven §110 tredje ledd bokstav c om at slektning i nedstigende linje må være under 21 år.	False	False	False	False	False	False	True	False
183	Reiserådet endres for enkelte land i EØS/Schengen-området fra 15. juli	False	False	False	True	False	False	False	False
184	Innreiserestriksjoner må ses i sammenheng med innreisekarantene.	False	False	True	False	False	False	True	False
185	Barnehagebarn og barn på småskoletrinnet med foreldre som har samfunnskritiske funksjoner, fortsetter å få et tilbud i sin barnehage og skole.	False	False	False	True	False	False	False	False
186	Dersom smitten blusser opp igjen, kan det hende at vi ikke kan lette på tiltakene slik som vi nå planlegger for, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False
187	Lov og avtaleverk er laget for en normalsituasjon, ikke en slik situasjon vi står oppe i nå, sier Nikolai Astrup, kommunal- og moderniseringsminister.	False	False	False	False	False	False	False	False
188	Blant annet vil det ikke lenger være et vilkår om at den enkelte EØS-arbeidstaker er ansatt i en næring hvor det er kritisk behov for arbeidskraft.	False	False	False	False	True	False	False	False
189	Testing i forbindelse med gjenåpning av barnehager og skoler	False	False	True	True	False	False	False	False
190	nformasjon om flygninger vil være tilgjengelig på flyselskapenes og reiseoperatørenes nettsider. De reisende vil måtte betale for reisene på vanlig måte.	False	False	False	False	False	False	False	False
191	Fra samme tidspunkt åpnes det for at studenter som har fått opptak til studier i Norge kan reise inn	False	False	False	False	True	False	False	False
192	Dette forutsetter at vi fortsatt har kontroll på smittesituasjonen, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False
193	Folkehelseinstituttet tilrår at det utføres test for koronavirus av følgende grupper i prioritert rekkefølge:	False	False	True	False	False	False	False	False
194	Siden mange nordmenn vil feriere i Norge i sommer, forbereder reiselivsnæringen seg på å ta imot besøkende på en trygg måte.	False	False	False	False	False	False	False	False
195	Mange har kunnet komme seg hjem etter at situasjonen oppstod, og det vil fortsatt være mulig å returnere på de få ordinære, kommersielle flygningene som fortsatt går. De som har anledning til å benytte seg av slike ruter, bør gjøre det.	False	False	False	False	True	False	False	False
196	Det er på ingen måte sikkert at det er behov for innreiserestriksjoner helt frem til denne datoen, men lovforslaget gir rom for at noen restriksjoner fastholdes dersom det faktisk viser seg å være nødvendig, sier Mæland.	False	False	False	False	False	False	False	False
197	Forskrift om endringer i forskrift 15. mars 2020 nr. 293 om bortvisning mv. av utlendinger av hensyn til folkehelsen	False	False	False	False	True	False	False	False
198	Regjeringen har i dag lagt fram et forslag til en midlertidig særlov som vil gi bedre handlingsrom for mer helhetlige vurderinger enn det smittevernloven gir, sier justis- og beredskapsminister Monica Mæland (H).	False	False	False	False	False	False	False	False
199	For disse virksomhetene åpnes det blant annet for at hviletiden kan reduseres fra 11 til 8 timer og at arbeidsgiver har mulighet til å pålegge overtid på inntil 400 timer i 2020.	False	False	False	True	False	False	False	False
200	Den skulle legge til rette for forsvarlige, effektive og forholdsmessige tiltak som var nødvendige for å begrense forstyrrelsen av sentrale samfunnsfunksjoner som følge av utbruddet av Covid-19, og for å avhjelpe negative konsekvenser for befolkningen, næringslivet, offentlig sektor eller samfunnet for øvrig.	True	False	False	False	False	False	False	False
201	Da vil helsevesenet ha kapasitet til å hjelpe alle som trenger det, sier statsminister Erna Solberg.	False	False	False	False	False	False	False	False
202	Målet er at flest mulig aktiviteter og virksomheter som har vært stengt, kan åpne før sommeren.	False	False	False	True	False	False	False	False
203	Statsministeren understreker at vi ikke kan åpne opp alt på en gang.	False	False	False	False	False	False	False	False
204	Nordisk samarbeid for å hjelpe nordiske statsborgere	False	False	False	False	True	False	False	False
205	Fra 15. juli endrer vi reiserådet for land i Europa med tilfredsstillende smittenivå.	False	False	False	True	False	False	False	False
206	Fram til nå har regjeringen hatt en strategi om å slå ned viruset. Nå går det over til en kontrollstrategi.	False	False	False	False	False	False	False	False
207	In principle, travelers must expect that the entry ban to Norway will apply until 20 August, but the government will consider whether more exceptions can be made.	False	False	False	False	False	False	True	False
208	Pressemelding | Dato: 14.03.2020	False	False	False	False	False	False	False	True
209	Samtidig er hverdagen på vei tilbake, med barnehager og skoler som åpnes for mange.	False	False	False	False	False	False	False	False
210	ette omfatter blant andre installatører og reparatører som skal utføre nødvendig service- og vedlikeholdsarbeid.	False	False	False	False	False	False	False	False
211	Dette gjelder alle typer arrangementer, også idrettsarrangementer som stevner, cuper og kamper.	False	False	False	True	False	False	False	False
212	 Vi står fast på tiltakene som har som mål at helsetjenesten ikke skal blir for hardt presset. Samtidig forbereder vi helsetjenesten på en situasjon der vi ikke lykkes med å stoppe smittespredningen i så stor grad som vi ønsker, sier helse- og omsorgsminister Bent Høie.	False	False	False	False	False	False	False	False
213	Vi står hverandre nær i Norden, og har lang tradisjon for å å hjelpe hverandre. I denne krisen gir nordisk solidaritet og samhold oss styrke.	False	False	False	False	False	False	False	False
214	 Sykehusene jobber nå med å redusere planlagte behandlinger og operasjoner, og dreie kapasiteten over mot pasienter som trenger intensivbehandling og respiratorer.	False	False	False	False	False	False	False	False
215	Utenriksdepartementet fraråder reiser som ikke er strengt nødvendige til alle land.	False	False	False	True	False	False	False	False
216	Takket være vår felles innsats siden mars har vi fått smittespredningen under kontroll. Derfor kan vi nå over tid lette på de strenge tiltakene.	False	False	False	False	False	False	False	False
217	Flyene har gått med nordmenn og andre nordiske borgere fra Kanariøyene, Spania, Kypros, Tyrkia, Italia, Marokko, Brasil, Pakistan og Ghana	False	False	False	False	False	False	False	False
218	Denne bestemmelsen forutsetter at regjeringen må legge frem et lovforslag for Stortinget snarest mulig dersom bestemmelsene i forskriften ikke er opphevet innen 30 dager etter at de er meddelt Stortinget.	False	False	False	False	False	False	False	False
219	Bruk sykkel og andre transportmidler: Kan du sykle, gå eller å bruke andre transportmidler istedenfor å bruke offentlig kommunikasjon, dersom det er mulig.	False	False	False	False	False	False	False	False
220	Det nye koronaviruset (SARS-CoV-2) har spredt seg mellom mennesker siden 2019 og kan medføre sykdommen covid-19. Verdens helseorganisasjon erklærte 11. mars 2020 at utbruddet av sykdommen covid-19 utgjør en pandemi og en alvorlig hendelse av betydning for internasjonal folkehelse	False	False	False	False	False	False	False	False
